"","p_val","avg_diff","pct.1","pct.2","p_val_adj","cluster","gene"
"EMC7.5",0.00740417407875026,0.354874361492789,0.786,0.653,1,"5","EMC7"
"HTRA1.5",0.00741386000224495,-0.342928375871937,0.411,0.7,1,"5","HTRA1"
"EBP.4",0.00749175744986331,0.420505098877745,0.839,0.624,1,"5","EBP"
"SYTL2.1",0.00756380737061413,-0.13184988386679,0.393,0.36,1,"5","SYTL2"
"SLIT2.3",0.00781412421493337,0.5016873370278,0.732,0.395,1,"5","SLIT2"
"SUGCT.1",0.0078276805616925,-0.0856729290620643,0.321,0.276,1,"5","SUGCT"
"COL14A1.5",0.00800930175041006,-0.301247762356832,0.5,0.67,1,"5","COL14A1"
"FBXO32.4",0.00806486746360801,-0.455964465255839,0.214,0.517,1,"5","FBXO32"
"IFIT2",0.00814183380517208,0.169742333129569,0.268,0.211,1,"5","IFIT2"
"CREB5.3",0.00820529457634348,-0.333509104585888,0.286,0.402,1,"5","CREB5"
"BORA",0.00845268140818186,1.17841330371935,0.554,0.085,1,"5","BORA"
"PDLIM5.2",0.0087141814292928,0.380992083161357,0.821,0.631,1,"5","PDLIM5"
"SFRP1.3",0.00886087783927971,0.314511745866633,0.714,0.609,1,"5","SFRP1"
"EXT1.5",0.00895607047338342,-0.229334889410762,0.464,0.619,1,"5","EXT1"
"UQCR10.5",0.00900977635342268,0.312723794737354,0.661,0.557,1,"5","UQCR10"
"SCD.3",0.00904445324178291,-0.300974206478659,0.393,0.572,1,"5","SCD"
"SOD3.5",0.0091961007230692,-0.396909931864852,0.5,0.662,1,"5","SOD3"
"MT-ND5.4",0.00936194760067062,0.327064317994781,0.661,0.536,1,"5","MT-ND5"
"PTGS2",0.00940182612949035,-0.0186960043947796,0.25,0.055,1,"5","PTGS2"
"KCNQ1OT1.3",0.00942182216087363,-0.284492785719403,0.518,0.64,1,"5","KCNQ1OT1"
"OPN3.4",0.00969345260795297,-0.325657557250094,0.446,0.606,1,"5","OPN3"
"CPD.2",0.00987978817341058,-0.248472237003087,0.536,0.589,1,"5","CPD"
"NRG1",0.00988396496536103,0.115835065422564,0.304,0.208,1,"5","NRG1"
"BOP1.4",0.00990487253246018,0.465806247404635,0.661,0.344,1,"5","BOP1"
"MYB",0.00991743516269784,0.36647548034032,0.429,0.127,1,"5","MYB"
"NEAT1.5",4.44151084900471e-26,-4.94565804348047,0,0.563,8.88302169800943e-23,"6","NEAT1"
"S100A11.6",4.72912004084639e-24,2.49350910599959,1,0.525,9.45824008169278e-21,"6","S100A11"
"TMSB10.5",1.25181680445917e-23,2.44012021444533,1,0.505,2.50363360891834e-20,"6","TMSB10"
"DCN.5",2.53920449874695e-23,-2.78996592410281,0,0.543,5.0784089974939e-20,"6","DCN"
"PITX1.4",2.83741337709462e-22,-3.19351049226641,0.026,0.576,5.67482675418924e-19,"6","PITX1"
"ZFP36L2.4",7.59352537816002e-22,-3.12573356342557,0,0.616,1.518705075632e-18,"6","ZFP36L2"
"FN1.6",1.41962892606608e-21,-3.70353726153094,0.026,0.55,2.83925785213216e-18,"6","FN1"
"POLR2L.4",2.78070415125169e-21,2.08476228447969,1,0.508,5.56140830250338e-18,"6","POLR2L"
"FBLN1.5",2.83772180478453e-21,-2.96464657027969,0.026,0.549,5.67544360956906e-18,"6","FBLN1"
"COTL1.4",6.56281254980197e-21,1.56454660188072,1,0.575,1.31256250996039e-17,"6","COTL1"
"SEC61G.3",7.17209233547961e-21,1.5985185769562,0.974,0.537,1.43441846709592e-17,"6","SEC61G"
"TTPA.1",1.45699439401043e-20,0.0508241816735077,0.895,0.187,2.91398878802087e-17,"6","TTPA"
"BMP4.2",1.68054389490315e-20,-2.80573922923329,0.053,0.636,3.3610877898063e-17,"6","BMP4"
"KCNC1.4",1.6973490671307e-20,0.0725224455612692,0.947,0.266,3.3946981342614e-17,"6","KCNC1"
"SCGB3A1",2.43875908771795e-20,0.0395076597850242,0.789,0.115,4.8775181754359e-17,"6","SCGB3A1"
"BTG1.2",2.91923286902859e-20,-3.64729404842336,0.053,0.592,5.83846573805718e-17,"6","BTG1"
"JUNB.4",3.09762023772732e-20,-2.52073178477612,0.026,0.651,6.19524047545465e-17,"6","JUNB"
"CEBPD.5",3.13353776794787e-20,-4.1424915069277,0.053,0.614,6.26707553589574e-17,"6","CEBPD"
"TMSB4X.4",3.71218727289522e-20,2.03055606800099,1,0.483,7.42437454579044e-17,"6","TMSB4X"
"PPP2R2C",4.41069787915088e-20,0.0323290648631089,0.632,0.057,8.82139575830176e-17,"6","PPP2R2C"
"CLDN6.5",5.02049329031302e-20,0.0727086015928923,0.921,0.244,1.0040986580626e-16,"6","CLDN6"
"SH3BGRL3.4",6.16979745674345e-20,1.71507646450475,0.974,0.529,1.23395949134869e-16,"6","SH3BGRL3"
"TRG-AS1",7.38334054603531e-20,0.0269247251511894,0.526,0.031,1.47666810920706e-16,"6","TRG-AS1"
"C1R.4",7.75341305851753e-20,-2.78372664974923,0.026,0.581,1.55068261170351e-16,"6","C1R"
"PLPPR4",9.00643052329278e-20,0.0311717718517929,0.711,0.081,1.80128610465856e-16,"6","PLPPR4"
"LINC01447.1",9.19892081344125e-20,0.0502814613977415,0.868,0.17,1.83978416268825e-16,"6","LINC01447"
"RP11-30P6.6",9.44141317590022e-20,0.0426458217121883,0.737,0.097,1.88828263518004e-16,"6","RP11-30P6.6"
"LINC00601",1.63025232955974e-19,0.0616037282270663,0.921,0.166,3.26050465911948e-16,"6","LINC00601"
"NPTX2.1",1.73904249751457e-19,0.0531285401140429,0.921,0.193,3.47808499502914e-16,"6","NPTX2"
"DSG3",1.9189017187105e-19,0.0352991086772663,0.684,0.074,3.837803437421e-16,"6","DSG3"
"TCEAL2",2.31684106756205e-19,0.0231669783603805,0.553,0.023,4.63368213512411e-16,"6","TCEAL2"
"AC003984.1",2.40414619798712e-19,0.00854479754780359,0.368,0.021,4.80829239597425e-16,"6","AC003984.1"
"MEG3.6",3.324842836439e-19,-3.46879138356682,0.053,0.603,6.64968567287799e-16,"6","MEG3"
"LDHD",3.64250426550087e-19,0.0502177187538939,0.842,0.142,7.28500853100174e-16,"6","LDHD"
"FAM169A",3.78509559007429e-19,0.0345116061766897,0.684,0.059,7.57019118014859e-16,"6","FAM169A"
"DNAH11",3.86463338143927e-19,0.0583855315104521,0.816,0.118,7.72926676287853e-16,"6","DNAH11"
"HIST1H4C.4",4.05449343873318e-19,-2.30870788679037,0.053,0.617,8.10898687746636e-16,"6","HIST1H4C"
"RP11-757G1.6",5.03735836788816e-19,-0.010472768647008,0.342,0.025,1.00747167357763e-15,"6","RP11-757G1.6"
"CDC42EP3.4",5.46374036489626e-19,-3.11200634496635,0.079,0.618,1.09274807297925e-15,"6","CDC42EP3"
"MYCL",7.40164795031817e-19,0.0182543175867582,0.579,0.054,1.48032959006363e-15,"6","MYCL"
"SST",1.06523053411724e-18,0.0159629077079788,0.342,0.017,2.13046106823449e-15,"6","SST"
"RP4-530I15.6",1.07028976134968e-18,0.294021313717846,0.684,0.083,2.14057952269937e-15,"6","RP4-530I15.6"
"RP3-333A15.1",1.16735468231274e-18,0.015740604174253,0.5,0.041,2.33470936462549e-15,"6","RP3-333A15.1"
"HCFC1-AS1",1.44629661114785e-18,0.0412536470664049,0.842,0.157,2.8925932222957e-15,"6","HCFC1-AS1"
"RAD54L.1",1.57694623440784e-18,0.009427831369011,0.553,0.03,3.15389246881568e-15,"6","RAD54L"
"NAP1L3",1.62729847051488e-18,0.0356523287328629,0.763,0.06,3.25459694102976e-15,"6","NAP1L3"
"NRROS",2.1312063924442e-18,-0.00869928756842,0.342,0.028,4.26241278488841e-15,"6","NRROS"
"SEL1L2",2.14795295468492e-18,0.0234325468632397,0.579,0.038,4.29590590936983e-15,"6","SEL1L2"
"IER2.2",2.21626352047295e-18,-1.93237861716165,0.079,0.662,4.43252704094591e-15,"6","IER2"
"USMG5.5",2.30827808930576e-18,1.31755642310606,0.947,0.553,4.61655617861152e-15,"6","USMG5"
"CNTFR",2.44193691781267e-18,0.0548061804283015,0.789,0.112,4.88387383562534e-15,"6","CNTFR"
"MT2A.6",2.4457588652272e-18,2.2351097364265,0.921,0.45,4.8915177304544e-15,"6","MT2A"
"PFN1.5",2.48428356695113e-18,1.84415232157927,0.947,0.526,4.96856713390226e-15,"6","PFN1"
"LYPD6.2",3.01947624928227e-18,0.0885764818458969,0.895,0.206,6.03895249856455e-15,"6","LYPD6"
"S100A10.5",3.36736594984978e-18,1.44587863090293,0.974,0.529,6.73473189969956e-15,"6","S100A10"
"GCNT2",4.28470567866637e-18,0.00116189971461684,0.579,0.061,8.56941135733273e-15,"6","GCNT2"
"KRT40",5.15265028491073e-18,0.0179305277987249,0.395,0.051,1.03053005698215e-14,"6","KRT40"
"CTD-2263F21.1",5.16065039019901e-18,-0.0238300617414476,0.421,0.039,1.0321300780398e-14,"6","CTD-2263F21.1"
"RP11-197K6.1",6.30960082197517e-18,0.0143458222432408,0.395,0.007,1.26192016439503e-14,"6","RP11-197K6.1"
"ADM.3",7.92705720562926e-18,-2.71932014623321,0.079,0.616,1.58541144112585e-14,"6","ADM"
"CCDC81",1.1981184550429e-17,-0.0156249761404215,0.526,0.046,2.39623691008581e-14,"6","CCDC81"
"PPP1R14A",1.3274839935247e-17,-0.0206139552756665,0.368,0.025,2.6549679870494e-14,"6","PPP1R14A"
"MYB.1",1.52317628162335e-17,0.0556595522735756,0.842,0.123,3.04635256324669e-14,"6","MYB"
"HM13-AS1",1.58725111933674e-17,0.0202309547233144,0.342,0.028,3.17450223867349e-14,"6","HM13-AS1"
"INHBB.4",1.64643430685504e-17,0.0756987587665211,0.921,0.31,3.29286861371008e-14,"6","INHBB"
"HIST3H2BB.1",1.90573270630424e-17,0.0521163973370349,0.789,0.14,3.81146541260847e-14,"6","HIST3H2BB"
"LIPH.1",2.09737979649451e-17,0.0518684946623237,0.842,0.145,4.19475959298902e-14,"6","LIPH"
"CCDC71L.3",2.86239223000287e-17,-2.38410356546788,0.079,0.624,5.72478446000574e-14,"6","CCDC71L"
"CYR61.3",3.0363934569121e-17,-2.67500816545353,0.053,0.599,6.07278691382419e-14,"6","CYR61"
"RP11-281O15.4",3.04559246543477e-17,0.0344682881646015,0.763,0.138,6.09118493086955e-14,"6","RP11-281O15.4"
"ATP5G1.5",3.31964228106497e-17,1.14252637967886,0.947,0.594,6.63928456212994e-14,"6","ATP5G1"
"SOX4.5",3.79691837671284e-17,-2.36893089816992,0.158,0.647,7.59383675342567e-14,"6","SOX4"
"NR2F2.3",3.85460331303211e-17,-2.70884093655026,0.105,0.636,7.70920662606422e-14,"6","NR2F2"
"C12orf75.6",3.86624361346168e-17,1.62246966839109,0.974,0.526,7.73248722692336e-14,"6","C12orf75"
"CTD-2349P21.5",3.88962411489786e-17,0.0353056559196528,0.711,0.085,7.77924822979572e-14,"6","CTD-2349P21.5"
"SPRY1.5",4.12506752751724e-17,-0.745904825407857,0.026,0.331,8.25013505503448e-14,"6","SPRY1"
"TRIML2",5.17676807813199e-17,0.0340644163731493,0.605,0.112,1.0353536156264e-13,"6","TRIML2"
"SMCO3",5.78470776108841e-17,-0.0176668184013152,0.474,0.017,1.15694155221768e-13,"6","SMCO3"
"AC010091.1",6.13289662856313e-17,0.0200662283353716,0.421,0.073,1.22657932571263e-13,"6","AC010091.1"
"PHLDA2.5",6.73954429534626e-17,1.36594536810532,0.921,0.576,1.34790885906925e-13,"6","PHLDA2"
"AP000688.29",8.01525045454359e-17,0.0400512983200241,0.684,0.119,1.60305009090872e-13,"6","AP000688.29"
"APOB",8.13577356957519e-17,0.0255580875907655,0.658,0.037,1.62715471391504e-13,"6","APOB"
"FAM150B",8.18448383892769e-17,0.0187688331382647,0.605,0.087,1.63689676778554e-13,"6","FAM150B"
"HAPLN4.1",9.68582225275267e-17,0.0420082101995444,0.789,0.146,1.93716445055053e-13,"6","HAPLN4"
"TPM2.4",9.78728192557819e-17,1.89886638531917,0.921,0.481,1.95745638511564e-13,"6","TPM2"
"RDH10.4",1.03720268628028e-16,-2.37832460200098,0.079,0.613,2.07440537256055e-13,"6","RDH10"
"RP4-671O14.7",1.04805682755327e-16,-0.0357546327848992,0.342,0.022,2.09611365510654e-13,"6","RP4-671O14.7"
"LUM.5",1.19090602620385e-16,-2.51311251752205,0.026,0.552,2.3818120524077e-13,"6","LUM"
"CTD-2589H19.6",1.21952353179479e-16,0.0187043156261526,0.605,0.025,2.43904706358958e-13,"6","CTD-2589H19.6"
"SYT1",1.5780717448086e-16,0.005819101744423,0.553,0.067,3.15614348961721e-13,"6","SYT1"
"MFAP4.5",1.62302503255327e-16,-2.31725648261856,0.079,0.646,3.24605006510654e-13,"6","MFAP4"
"RP11-38L15.8",1.76559614540586e-16,0.0254202622231558,0.605,0.109,3.53119229081173e-13,"6","RP11-38L15.8"
"RP11-211G23.2.1",1.90919806081017e-16,0.066636277065745,0.816,0.152,3.81839612162034e-13,"6","RP11-211G23.2"
"PSG2",2.19275660891811e-16,0.0205715248750869,0.711,0.059,4.38551321783623e-13,"6","PSG2"
"SERPINB7.1",2.26491027066853e-16,0.0403679931514264,0.711,0.156,4.52982054133706e-13,"6","SERPINB7"
"AP000442.4",2.28835374245445e-16,0.02361369327268,0.579,0.089,4.5767074849089e-13,"6","AP000442.4"
"FOXC2-AS1",2.37055238246304e-16,0.0240692447296558,0.553,0.094,4.74110476492608e-13,"6","FOXC2-AS1"
"ZNF503-AS1",2.53260027195407e-16,0.0257960688026316,0.395,0.071,5.06520054390814e-13,"6","ZNF503-AS1"
"RP11-235C23.5",2.61191315287624e-16,0.0432662107448754,0.658,0.122,5.22382630575248e-13,"6","RP11-235C23.5"
"SLCO2B1",2.8231323131691e-16,-0.0210033402863826,0.289,0.027,5.64626462633821e-13,"6","SLCO2B1"
"KRTAP17-1",2.91139769540928e-16,0.00221446624792832,0.447,0.031,5.82279539081857e-13,"6","KRTAP17-1"
"PLN",3.08261387508752e-16,0.0228316850350523,0.395,0.065,6.16522775017503e-13,"6","PLN"
"JUN.4",3.10527093861964e-16,-1.96030648906621,0.053,0.666,6.21054187723929e-13,"6","JUN"
"RANBP1.6",3.19286823283588e-16,1.20683336131029,0.974,0.617,6.38573646567176e-13,"6","RANBP1"
"RP11-554D15.1",3.52679642503084e-16,0.0230879655929014,0.579,0.092,7.05359285006168e-13,"6","RP11-554D15.1"
"TPBGL",3.8837410548342e-16,0.0224101203269135,0.526,0.095,7.7674821096684e-13,"6","TPBGL"
"GSG1",4.04571814009992e-16,-0.0187595214840959,0.5,0.04,8.09143628019984e-13,"6","GSG1"
"NABP1.5",4.30124308889894e-16,-2.7102543497856,0.105,0.604,8.60248617779787e-13,"6","NABP1"
"THBS1.5",4.88930827634738e-16,-2.83745147796687,0.079,0.579,9.77861655269476e-13,"6","THBS1"
"ANXA2.6",4.95374233713356e-16,1.66552474258123,0.947,0.465,9.90748467426712e-13,"6","ANXA2"
"POMC",5.55644888135715e-16,-0.0111430741836064,0.368,0.074,1.11128977627143e-12,"6","POMC"
"ID2.2",6.99686331939224e-16,-1.50209385022096,0.053,0.667,1.39937266387845e-12,"6","ID2"
"AC004988.1",7.00698745527344e-16,0.0090238054727028,0.263,0.058,1.40139749105469e-12,"6","AC004988.1"
"CCND1.4",7.08858686164657e-16,1.42483596814072,0.895,0.569,1.41771737232931e-12,"6","CCND1"
"MYL12A.6",7.88906922747461e-16,1.60257308365824,0.921,0.497,1.57781384549492e-12,"6","MYL12A"
"HIF1A-AS1",7.93478461968316e-16,0.0304840117269844,0.605,0.123,1.58695692393663e-12,"6","HIF1A-AS1"
"GSTO1.4",8.55343675958039e-16,1.38634641173342,0.895,0.548,1.71068735191608e-12,"6","GSTO1"
"PCOLCE.4",9.8938853435116e-16,-2.06795448065727,0.026,0.562,1.97877706870232e-12,"6","PCOLCE"
"COL14A1.6",1.06780130245566e-15,-1.79010956190885,0.132,0.674,2.13560260491132e-12,"6","COL14A1"
"TRIM67",1.12775822667686e-15,0.00694064837996057,0.316,0.005,2.25551645335371e-12,"6","TRIM67"
"GZMM",1.30746091725336e-15,0.0214498297694864,0.5,0.054,2.61492183450671e-12,"6","GZMM"
"RELT",1.44539828621294e-15,-0.0238840698802664,0.447,0.047,2.89079657242587e-12,"6","RELT"
"RND3.4",1.49591481871901e-15,-2.61083866361525,0.079,0.57,2.99182963743802e-12,"6","RND3"
"RP11-384C4.7",1.72578964630048e-15,0.0322279824946069,0.789,0.149,3.45157929260096e-12,"6","RP11-384C4.7"
"ATOX1.4",1.86138687576449e-15,1.18062464213783,0.974,0.53,3.72277375152898e-12,"6","ATOX1"
"LINC00161",1.89890840786618e-15,0.0124796369807888,0.5,0.061,3.79781681573236e-12,"6","LINC00161"
"NME1.6",1.89892325181477e-15,1.09831369958677,0.921,0.606,3.79784650362954e-12,"6","NME1"
"C7orf69",2.10705963743763e-15,0.113584120249158,0.632,0.106,4.21411927487527e-12,"6","C7orf69"
"RP1-27K12.4.1",2.47783773581838e-15,0.0362700699182036,0.684,0.164,4.95567547163676e-12,"6","RP1-27K12.4"
"HABP2.1",2.97524215102572e-15,0.0386688359855325,0.789,0.166,5.95048430205144e-12,"6","HABP2"
"CTD-2256P15.1.1",3.0477231337058e-15,0.0288561483581624,0.368,0.061,6.09544626741159e-12,"6","CTD-2256P15.1"
"ADRA2A",3.23891504544094e-15,0.00885860570235241,0.447,0.005,6.47783009088189e-12,"6","ADRA2A"
"MLXIP.5",3.86432214947856e-15,-2.33083359408562,0.105,0.637,7.72864429895712e-12,"6","MLXIP"
"SATB2-AS1",3.90816765071323e-15,0.0165063118666611,0.447,0.023,7.81633530142645e-12,"6","SATB2-AS1"
"CFHR1",4.07125835801041e-15,0.256991666426065,0.447,0.08,8.14251671602083e-12,"6","CFHR1"
"RHOBTB3.4",4.20535337187366e-15,-2.86614304597117,0.132,0.527,8.41070674374732e-12,"6","RHOBTB3"
"CYCS.5",5.04913991919595e-15,1.11558156476756,0.947,0.589,1.00982798383919e-11,"6","CYCS"
"ABCC9",5.46207106167946e-15,0.0941921143948123,0.421,0.055,1.09241421233589e-11,"6","ABCC9"
"DDIT4.3",7.22676294816635e-15,-1.6785405792101,0.105,0.652,1.44535258963327e-11,"6","DDIT4"
"COL5A2.4",8.59130540127759e-15,-3.21244979479152,0.132,0.581,1.71826108025552e-11,"6","COL5A2"
"OSR2.3",8.61527238430608e-15,-1.42911816461433,0.079,0.665,1.72305447686122e-11,"6","OSR2"
"SLC16A6",8.72393651763976e-15,-0.0137049880187214,0.474,0.036,1.74478730352795e-11,"6","SLC16A6"
"HLA-B.5",1.01944992732266e-14,-2.35666045006319,0.105,0.522,2.03889985464533e-11,"6","HLA-B"
"FOS.2",1.07917014809164e-14,-0.887586624068005,0.026,0.43,2.15834029618327e-11,"6","FOS"
"SNCAIP.4",1.20244136514578e-14,-0.717616845120086,0.053,0.339,2.40488273029156e-11,"6","SNCAIP"
"LDLR.4",1.72922657454435e-14,-1.94265896486577,0.053,0.665,3.4584531490887e-11,"6","LDLR"
"PRDX1.6",2.0007185356062e-14,1.21301770731234,0.974,0.496,4.0014370712124e-11,"6","PRDX1"
"SLC51B",2.29822795919063e-14,-0.025538930950379,0.263,0.087,4.59645591838127e-11,"6","SLC51B"
"CFL1.6",2.54342433404871e-14,1.35497902852422,0.921,0.525,5.08684866809743e-11,"6","CFL1"
"CITED2.4",2.59973024662151e-14,-2.22846558895904,0.132,0.619,5.19946049324302e-11,"6","CITED2"
"SQLE.3",2.78751302475196e-14,-2.21200993368187,0.132,0.625,5.57502604950391e-11,"6","SQLE"
"HOXC8.4",3.10927068007494e-14,0.034487442470136,0.842,0.285,6.21854136014987e-11,"6","HOXC8"
"TPI1.6",3.53421784050533e-14,1.11353946888169,0.947,0.539,7.06843568101066e-11,"6","TPI1"
"ID3.4",3.840021474117e-14,-1.72941148834006,0.053,0.631,7.680042948234e-11,"6","ID3"
"LSM4.4",4.15485113386163e-14,1.03628379702587,0.921,0.593,8.30970226772326e-11,"6","LSM4"
"PSG1",4.38067919558912e-14,0.201235717963819,0.368,0.023,8.76135839117824e-11,"6","PSG1"
"ATP2B1.4",4.53174412476984e-14,-3.11600637063829,0.132,0.571,9.06348824953968e-11,"6","ATP2B1"
"CTD-2587H24.5",4.69428466344236e-14,0.00502050488910631,0.553,0.099,9.38856932688473e-11,"6","CTD-2587H24.5"
"DAB2.4",6.20999718136753e-14,-2.81033262313147,0.105,0.565,1.24199943627351e-10,"6","DAB2"
"PTGER3",6.78761745708148e-14,0.314712616983351,0.289,0.108,1.3575234914163e-10,"6","PTGER3"
"KLF6.2",7.36826834407864e-14,-1.97799053115036,0.079,0.667,1.47365366881573e-10,"6","KLF6"
"CLTB.6",7.94415736734624e-14,1.04357632327768,0.947,0.583,1.58883147346925e-10,"6","CLTB"
"LINC01111",9.53334371484388e-14,0.318267552763406,0.395,0.092,1.90666874296878e-10,"6","LINC01111"
"FOLR3",9.73971784550538e-14,-0.025988624927201,0.421,0.059,1.94794356910108e-10,"6","FOLR3"
"KRT34",9.88414068594627e-14,0.209238106272326,0.421,0.097,1.97682813718925e-10,"6","KRT34"
"CNTN4.4",1.10882076791774e-13,-0.621290203985491,0.026,0.303,2.21764153583548e-10,"6","CNTN4"
"SHC4",1.29950335160048e-13,0.060061697780116,0.316,0.079,2.59900670320096e-10,"6","SHC4"
"HEG1.5",1.42635637604802e-13,-2.27719343153796,0.132,0.627,2.85271275209603e-10,"6","HEG1"
"CYP26B1",1.51827731656358e-13,-0.0552290537068063,0.289,0.03,3.03655463312715e-10,"6","CYP26B1"
"TSHZ2.2",1.54061740292556e-13,-0.73254411390295,0,0.282,3.08123480585113e-10,"6","TSHZ2"
"GUK1.4",1.84987451213915e-13,1.1122287186516,0.921,0.543,3.6997490242783e-10,"6","GUK1"
"ZNF367.1",1.8720370684739e-13,-0.0183548102190347,0.263,0.032,3.74407413694779e-10,"6","ZNF367"
"SCIN.1",1.88446435519418e-13,0.0276921701690064,0.579,0.146,3.76892871038836e-10,"6","SCIN"
"ANXA5.6",1.9273218251594e-13,1.37879328684052,0.895,0.486,3.8546436503188e-10,"6","ANXA5"
"GALNT6",2.300385066552e-13,-0.00570553261930615,0.553,0.08,4.600770133104e-10,"6","GALNT6"
"LPAR4.1",2.42809339192769e-13,0.0137965315114341,0.342,0.046,4.85618678385538e-10,"6","LPAR4"
"MAMDC2",2.71186438202054e-13,-0.0150467004203997,0.526,0.017,5.42372876404108e-10,"6","MAMDC2"
"KRT10.5",3.19125416806728e-13,-2.18605455124936,0.105,0.569,6.38250833613456e-10,"6","KRT10"
"CHST8",3.32790633295223e-13,0.0188793942248275,0.395,0.101,6.65581266590445e-10,"6","CHST8"
"CLDN1",3.60450518195255e-13,0.0342481867498494,0.684,0.127,7.20901036390511e-10,"6","CLDN1"
"ANO3",4.50589238542962e-13,0.0205898759409134,0.553,0.107,9.01178477085925e-10,"6","ANO3"
"EPPK1",4.87830905677574e-13,0.0225713763055662,0.684,0.089,9.75661811355148e-10,"6","EPPK1"
"DDIT3.2",4.9873696950464e-13,-1.75587289790367,0.105,0.649,9.97473939009281e-10,"6","DDIT3"
"UQCR10.6",6.2103674348547e-13,0.882049960754185,0.895,0.555,1.24207348697094e-09,"6","UQCR10"
"ITGAV.5",7.20629302603201e-13,-1.83103057077954,0.158,0.654,1.4412586052064e-09,"6","ITGAV"
"LBH.5",7.34724148514926e-13,-2.19403155913198,0.184,0.64,1.46944829702985e-09,"6","LBH"
"PSMD2.5",8.04160124828336e-13,0.825346853114833,0.921,0.658,1.60832024965667e-09,"6","PSMD2"
"CAMK2N1.4",9.95599851920112e-13,-1.68518788752352,0.132,0.572,1.99119970384022e-09,"6","CAMK2N1"
"RPS27L.4",1.14347351638738e-12,1.20221615360142,0.947,0.511,2.28694703277477e-09,"6","RPS27L"
"AVPI1.3",1.18976227366919e-12,-1.92859411204405,0.158,0.63,2.37952454733839e-09,"6","AVPI1"
"PSME2.6",1.5456294537636e-12,0.923422707078215,0.947,0.609,3.0912589075272e-09,"6","PSME2"
"ANXA1.6",1.67889053664367e-12,1.29761176673062,0.868,0.512,3.35778107328734e-09,"6","ANXA1"
"GNG11.4",1.76867804375162e-12,1.18439312430173,0.921,0.541,3.53735608750324e-09,"6","GNG11"
"HLA-A.5",1.82803976630858e-12,-2.2832707576186,0.132,0.521,3.65607953261716e-09,"6","HLA-A"
"RAN.6",2.34300828578346e-12,1.15416971780991,0.895,0.526,4.68601657156692e-09,"6","RAN"
"BCYRN1",2.40294518795688e-12,0.0478815093373073,0.421,0.111,4.80589037591375e-09,"6","BCYRN1"
"ZFAND5.5",2.52736502463762e-12,-2.97003199619092,0.158,0.572,5.05473004927523e-09,"6","ZFAND5"
"TXN.4",3.0566064845736e-12,1.28398741101581,0.895,0.499,6.1132129691472e-09,"6","TXN"
"RARRES1.3",3.09915157780239e-12,-1.26258516331542,0.237,0.672,6.19830315560479e-09,"6","RARRES1"
"CCDC80.5",3.29997153162862e-12,-1.66461871548219,0.184,0.529,6.59994306325724e-09,"6","CCDC80"
"TKT.4",3.49158311218409e-12,-1.89297844337989,0.105,0.555,6.98316622436818e-09,"6","TKT"
"FAT3.1",3.62988514402096e-12,-0.06932897443026,0.342,0.047,7.25977028804191e-09,"6","FAT3"
"ADIRF.3",3.87403078512616e-12,0.910473840358515,0.921,0.59,7.74806157025232e-09,"6","ADIRF"
"PTN.4",3.94246751054116e-12,-2.5986253464275,0.132,0.574,7.88493502108232e-09,"6","PTN"
"IGFBP7.4",4.02213294513848e-12,-1.66832713950999,0.158,0.526,8.04426589027697e-09,"6","IGFBP7"
"PGK1.5",4.38415284787506e-12,0.902579745805947,0.921,0.566,8.76830569575013e-09,"6","PGK1"
"ZNF649-AS1",7.03748114016129e-12,-0.00923686838799721,0.263,0.059,1.40749622803226e-08,"6","ZNF649-AS1"
"UBB.4",9.49510907268214e-12,0.878735957926239,0.921,0.496,1.89902181453643e-08,"6","UBB"
"A2M.1",9.75524084587251e-12,-0.559815097578103,0.105,0.321,1.9510481691745e-08,"6","A2M"
"PLIN2.4",1.01212473634538e-11,-1.86527595940524,0.184,0.647,2.02424947269077e-08,"6","PLIN2"
"SLC22A31.1",1.31519988140244e-11,0.00711505605290748,0.263,0.019,2.63039976280488e-08,"6","SLC22A31"
"RP11-85B7.5",1.66973362709916e-11,0.00381373975277454,0.263,0.005,3.33946725419832e-08,"6","RP11-85B7.5"
"PKM.6",1.84442830071135e-11,1.17201784049899,0.921,0.477,3.6888566014227e-08,"6","PKM"
"UCHL1.4",2.2088026237574e-11,1.14201474973216,0.921,0.504,4.4176052475148e-08,"6","UCHL1"
"BRI3.5",2.33208877046968e-11,-1.31930456058493,0.132,0.564,4.66417754093937e-08,"6","BRI3"
"VEPH1",2.4209122596808e-11,0.611573486374957,0.395,0.153,4.84182451936159e-08,"6","VEPH1"
"DRAP1.5",2.45026519239442e-11,1.09792973881537,0.921,0.528,4.90053038478885e-08,"6","DRAP1"
"BHLHE41",2.47101924926417e-11,0.0357728082814388,0.474,0.12,4.94203849852834e-08,"6","BHLHE41"
"CACNG8.1",2.54655390892802e-11,0.0151860259141061,0.368,0.033,5.09310781785604e-08,"6","CACNG8"
"COL4A1.4",2.55269477640968e-11,-1.76969114006657,0.132,0.674,5.10538955281937e-08,"6","COL4A1"
"CDKN1A.5",2.85133438256337e-11,-1.99990560690746,0.105,0.585,5.70266876512674e-08,"6","CDKN1A"
"DBI.5",3.65819385679971e-11,0.973388016410159,0.895,0.553,7.31638771359941e-08,"6","DBI"
"IL33.2",3.79617503643979e-11,1.07378901391844,0.553,0.304,7.59235007287959e-08,"6","IL33"
