"","p_val","avg_diff","pct.1","pct.2","p_val_adj","cluster","gene"
"GLRX",8.13703360375411e-62,0.544578861995288,0.76,0.449,1.62740672075082e-58,"0","GLRX"
"GCLM",1.06390987072653e-59,0.54197473908712,0.792,0.513,2.12781974145306e-56,"0","GCLM"
"CALM2",6.26748341172526e-58,0.573241579390421,0.741,0.429,1.25349668234505e-54,"0","CALM2"
"SBF2-AS1",5.35149322771633e-53,0.514523155813313,0.81,0.557,1.07029864554327e-49,"0","SBF2-AS1"
"NNMT",6.71444456326231e-53,0.513621605653503,0.762,0.464,1.34288891265246e-49,"0","NNMT"
"NQO1",7.7849377151996e-51,0.516807531680325,0.752,0.449,1.55698754303992e-47,"0","NQO1"
"TIMP2",1.80002929231683e-50,-0.432242906404539,0.36,0.62,3.60005858463365e-47,"0","TIMP2"
"TNFRSF12A",2.06784395192743e-49,0.492660722654784,0.79,0.537,4.13568790385487e-46,"0","TNFRSF12A"
"STC2",3.48250761244299e-48,0.5056353176587,0.784,0.565,6.96501522488598e-45,"0","STC2"
"PRDX1",1.02679284146891e-46,0.500551782314871,0.724,0.422,2.05358568293781e-43,"0","PRDX1"
"TXNRD1",2.15891616389864e-44,0.486585287052906,0.734,0.477,4.31783232779727e-41,"0","TXNRD1"
"CYB5A",2.45509355889012e-44,0.418966165527429,0.737,0.503,4.91018711778024e-41,"0","CYB5A"
"NEAT1",1.10355470333782e-43,-0.302910162857012,0.377,0.621,2.20710940667565e-40,"0","NEAT1"
"PFN1",3.03224780397573e-42,0.50903074453659,0.714,0.466,6.06449560795146e-39,"0","PFN1"
"TPM1",9.31879627589175e-41,0.476887078141578,0.685,0.438,1.86375925517835e-37,"0","TPM1"
"TNFRSF11B",1.07244827817121e-40,0.472349389507213,0.79,0.538,2.14489655634241e-37,"0","TNFRSF11B"
"CFL1",4.50310988596596e-40,0.472833671223601,0.726,0.458,9.00621977193191e-37,"0","CFL1"
"IGFBP3",8.66375980886353e-40,0.46872970490431,0.797,0.571,1.73275196177271e-36,"0","IGFBP3"
"S100A11",1.55574629732635e-39,0.444043420220729,0.736,0.457,3.1114925946527e-36,"0","S100A11"
"COTL1",4.43950851614356e-39,0.384623254183669,0.76,0.516,8.87901703228712e-36,"0","COTL1"
"PTGR1",2.30538417033173e-37,0.446101832165401,0.741,0.497,4.61076834066345e-34,"0","PTGR1"
"ANXA2",4.43548807746921e-37,0.383295261402627,0.682,0.394,8.87097615493842e-34,"0","ANXA2"
"KRT18",6.83516530423493e-35,0.451536478299805,0.78,0.573,1.36703306084699e-31,"0","KRT18"
"UGCG",2.7806274558521e-33,0.418084493088695,0.799,0.582,5.5612549117042e-30,"0","UGCG"
"GPNMB",3.31679088750265e-33,-0.368300629755942,0.504,0.668,6.6335817750053e-30,"0","GPNMB"
"PKM",1.70569296378447e-32,0.413409394038636,0.665,0.417,3.41138592756893e-29,"0","PKM"
"EIF4EBP1",6.39103975347063e-32,0.382263729172779,0.731,0.535,1.27820795069413e-28,"0","EIF4EBP1"
"CYR61",6.98134976589666e-32,0.408658580363888,0.746,0.537,1.39626995317933e-28,"0","CYR61"
"LINC00152",1.14369766371634e-31,0.364500646375633,0.743,0.522,2.28739532743269e-28,"0","LINC00152"
"TUBB6",4.23378989818945e-31,0.390438584668126,0.754,0.537,8.46757979637891e-28,"0","TUBB6"
"LMO7",4.86916643166446e-31,0.394709761894919,0.766,0.56,9.73833286332892e-28,"0","LMO7"
"VASP",2.04902282396277e-30,0.370555300662608,0.793,0.603,4.09804564792554e-27,"0","VASP"
"CTSK",4.16797649082939e-30,-0.395402553716427,0.488,0.642,8.33595298165878e-27,"0","CTSK"
"PAPSS2",2.16427060033105e-29,0.384969330180916,0.759,0.566,4.32854120066211e-26,"0","PAPSS2"
"ENO1",6.6473453416505e-29,0.35808670506981,0.686,0.426,1.3294690683301e-25,"0","ENO1"
"SRSF3",7.7207189785826e-29,0.355580621424218,0.753,0.545,1.54414379571652e-25,"0","SRSF3"
"RHOBTB3",3.49611535826516e-28,0.413362653969149,0.652,0.476,6.99223071653033e-25,"0","RHOBTB3"
"OPN3",5.26307139735066e-28,0.425042853911239,0.762,0.546,1.05261427947013e-24,"0","OPN3"
"HACD1",5.97068202828697e-28,0.390048709345862,0.802,0.609,1.19413640565739e-24,"0","HACD1"
"ZFAND5",6.47437994853493e-28,0.35980907531075,0.714,0.514,1.29487598970699e-24,"0","ZFAND5"
"MGP",7.60434112877441e-28,-0.368815739707588,0.505,0.64,1.52086822575488e-24,"0","MGP"
"ITGA1",1.54064806209818e-27,0.397276343065015,0.779,0.619,3.08129612419636e-24,"0","ITGA1"
"ODC1",2.29699020131076e-27,0.394449158664408,0.798,0.575,4.59398040262151e-24,"0","ODC1"
"TMEM35",2.63909781118666e-27,-0.398204056225351,0.137,0.301,5.27819562237333e-24,"0","TMEM35"
"MYL12A",5.06179459762348e-27,0.360518267405794,0.659,0.446,1.0123589195247e-23,"0","MYL12A"
"MEST",6.08733014491429e-27,0.362838224437096,0.767,0.592,1.21746602898286e-23,"0","MEST"
"P3H2",7.19248762896994e-27,0.376981465419931,0.766,0.584,1.43849752579399e-23,"0","P3H2"
"ARPC2",1.21106348466828e-26,0.398656628957145,0.688,0.485,2.42212696933656e-23,"0","ARPC2"
"RPL22L1",1.99973452372218e-26,0.365241402535239,0.717,0.491,3.99946904744437e-23,"0","RPL22L1"
"PSG4",2.83778526463972e-26,0.365147558062229,0.744,0.559,5.67557052927944e-23,"0","PSG4"
"SH2D4A",5.39721101513559e-26,0.409599429764666,0.681,0.504,1.07944220302712e-22,"0","SH2D4A"
"GPRC5A",5.42968980843072e-26,0.350245417835737,0.786,0.588,1.08593796168614e-22,"0","GPRC5A"
"CITED2",6.33100015477665e-26,0.337808841194911,0.749,0.565,1.26620003095533e-22,"0","CITED2"
"SNRPB",2.36899468654506e-25,0.330046727079759,0.747,0.55,4.73798937309012e-22,"0","SNRPB"
"PELO",2.4114517444088e-25,0.363272063879618,0.787,0.593,4.82290348881761e-22,"0","PELO"
"PCYOX1",2.68860886629536e-25,-0.32969037674769,0.537,0.697,5.37721773259073e-22,"0","PCYOX1"
"TPI1",6.33485328578037e-25,0.348769109405166,0.711,0.483,1.26697065715607e-21,"0","TPI1"
"SEC61G",7.4384869853231e-25,0.314346626692556,0.674,0.494,1.48769739706462e-21,"0","SEC61G"
"PBX3",1.53539240135322e-24,-0.31187034488592,0.517,0.7,3.07078480270645e-21,"0","PBX3"
"FBXO32",3.61019639904472e-24,-0.411175140952069,0.383,0.558,7.22039279808945e-21,"0","FBXO32"
"NME1",6.5940117346644e-24,0.360705963129122,0.778,0.549,1.31880234693288e-20,"0","NME1"
"ALDH1A1",7.65486056052417e-24,0.355315380156724,0.674,0.474,1.53097211210483e-20,"0","ALDH1A1"
"CCL2",1.38423582207805e-23,0.353549012251027,0.734,0.559,2.76847164415611e-20,"0","CCL2"
"PRRX1",1.39704175334665e-23,-0.36298615745679,0.55,0.667,2.7940835066933e-20,"0","PRRX1"
"NBL1",1.99505443520477e-23,-0.326488364184327,0.555,0.691,3.99010887040954e-20,"0","NBL1"
"NDFIP2",3.28208727882355e-23,0.350722235025733,0.769,0.6,6.56417455764711e-20,"0","NDFIP2"
"ANXA5",3.87632801468516e-23,0.31239775552362,0.653,0.432,7.75265602937032e-20,"0","ANXA5"
"ABRACL",4.89271623020266e-23,0.316720160739813,0.739,0.564,9.78543246040533e-20,"0","ABRACL"
"MYDGF",5.69787719421901e-23,0.357170593343763,0.668,0.491,1.1395754388438e-19,"0","MYDGF"
"PYCR1",9.24964973643931e-23,0.364616482196642,0.718,0.557,1.84992994728786e-19,"0","PYCR1"
"ACTG2",1.29821486047005e-22,0.324179650621466,0.623,0.438,2.5964297209401e-19,"0","ACTG2"
"MLXIP",1.30547348540262e-22,-0.235688964388285,0.541,0.663,2.61094697080524e-19,"0","MLXIP"
"SLC16A3",1.35800312618999e-22,0.345742222312673,0.752,0.581,2.71600625237998e-19,"0","SLC16A3"
"SAT1",1.83480898621179e-22,-0.261349958102583,0.489,0.62,3.66961797242358e-19,"0","SAT1"
"ASPH",3.12993953448924e-22,0.33621048123357,0.712,0.503,6.25987906897849e-19,"0","ASPH"
"BTG1",7.24462620521712e-22,-0.200052423879162,0.469,0.628,1.44892524104342e-18,"0","BTG1"
"UCHL1",8.21668816969245e-22,0.285702108320528,0.656,0.456,1.64333763393849e-18,"0","UCHL1"
"PDIA6",1.26568736821042e-21,0.348796700882363,0.733,0.514,2.53137473642084e-18,"0","PDIA6"
"MGST1",1.78482572260243e-21,0.318422443338393,0.645,0.446,3.56965144520487e-18,"0","MGST1"
"CYBA",1.87333987735048e-21,0.310696742775219,0.731,0.539,3.74667975470096e-18,"0","CYBA"
"CTSC",2.7820166616024e-21,0.345776005122093,0.638,0.455,5.5640333232048e-18,"0","CTSC"
"CEBPD",9.01635140893978e-21,0.302720695713738,0.73,0.563,1.80327028178796e-17,"0","CEBPD"
"F3",9.16169573136647e-21,0.322437299879345,0.767,0.599,1.83233914627329e-17,"0","F3"
"FABP3",9.65124234623557e-21,-0.269250158175522,0.255,0.348,1.93024846924711e-17,"0","FABP3"
"DCN",2.20530741172159e-20,0.360796566212141,0.652,0.495,4.41061482344318e-17,"0","DCN"
"LDHA",3.01786213896813e-20,0.278549365743852,0.695,0.474,6.03572427793626e-17,"0","LDHA"
"C20orf24",3.04360870248894e-20,0.306678727857261,0.745,0.588,6.08721740497788e-17,"0","C20orf24"
"CAV2",3.43463396500012e-20,0.33065488064408,0.749,0.592,6.86926793000025e-17,"0","CAV2"
"PSMA5",3.58920473654653e-20,0.306075764232707,0.727,0.566,7.17840947309307e-17,"0","PSMA5"
"VIM",4.61034752470365e-20,-0.355475151111009,0.429,0.583,9.22069504940731e-17,"0","VIM"
"ZMAT3",6.37889680198647e-20,-0.272584274275339,0.558,0.677,1.27577936039729e-16,"0","ZMAT3"
"PTGDS",9.63627209105728e-20,-0.279914548706255,0.45,0.6,1.92725441821146e-16,"0","PTGDS"
"FOXN3",1.41803760223756e-19,-0.310643459402619,0.551,0.658,2.83607520447511e-16,"0","FOXN3"
"SRGN",2.261628270229e-19,0.346862656234246,0.708,0.535,4.523256540458e-16,"0","SRGN"
"C1QBP",2.8444494880788e-19,0.281820782140009,0.744,0.546,5.6888989761576e-16,"0","C1QBP"
"SRSF7",3.15737181832132e-19,0.318467206968079,0.782,0.624,6.31474363664264e-16,"0","SRSF7"
"TUBB2A",3.78331665980356e-19,0.310303480288606,0.728,0.59,7.56663331960712e-16,"0","TUBB2A"
"SULF1",3.95340483769695e-19,0.300712391461731,0.758,0.605,7.9068096753939e-16,"0","SULF1"
"BRIX1",5.35401025582822e-19,0.324609617020279,0.764,0.594,1.07080205116564e-15,"0","BRIX1"
"LBH",6.06012910348674e-19,0.318876807029626,0.746,0.594,1.21202582069735e-15,"0","LBH"
"CALD1",8.45980774372208e-19,0.29325543936951,0.63,0.449,1.69196154874442e-15,"0","CALD1"
"NANS",1.26203732130703e-18,0.337792837559934,0.776,0.622,2.52407464261407e-15,"0","NANS"
"CLTB",1.79411708898807e-18,0.29480545971841,0.712,0.543,3.58823417797615e-15,"0","CLTB"
"ARHGAP29",2.29322687547867e-18,0.292076307725113,0.773,0.612,4.58645375095735e-15,"0","ARHGAP29"
"TALDO1",2.71396147834159e-18,0.296428705658961,0.652,0.466,5.42792295668317e-15,"0","TALDO1"
"SNCAIP",3.84814240481922e-18,-0.275783257990408,0.247,0.368,7.69628480963844e-15,"0","SNCAIP"
"PHLDA2",4.42945507010777e-18,0.267526357864454,0.693,0.54,8.85891014021554e-15,"0","PHLDA2"
"ADM",7.23458861780145e-18,0.288859958319819,0.719,0.57,1.44691772356029e-14,"0","ADM"
"HSBP1L1",8.15613447735515e-18,0.256674511573966,0.718,0.574,1.63122689547103e-14,"0","HSBP1L1"
"LMNA",1.39650481524683e-17,0.304087345043551,0.655,0.463,2.79300963049367e-14,"0","LMNA"
"SNAPC1",1.65125349469001e-17,0.326094739082951,0.671,0.527,3.30250698938003e-14,"0","SNAPC1"
"MAP1B",1.85849351136553e-17,-0.24256768341733,0.459,0.59,3.71698702273106e-14,"0","MAP1B"
"HOXC8",1.94483296807157e-17,0.0122575740421852,0.378,0.261,3.88966593614313e-14,"0","HOXC8"
"MT-ND3",2.44227880657781e-17,-0.215701439647812,0.429,0.565,4.88455761315563e-14,"0","MT-ND3"
"TUBA1C",3.69821799973569e-17,0.31297932603994,0.738,0.555,7.39643599947138e-14,"0","TUBA1C"
"GNG11",6.00291239385014e-17,0.252568241700949,0.653,0.506,1.20058247877003e-13,"0","GNG11"
"HSPA5",9.01776590308535e-17,0.317509005441671,0.699,0.499,1.80355318061707e-13,"0","HSPA5"
"PRDX6",9.83062937442648e-17,0.283774686266969,0.633,0.488,1.9661258748853e-13,"0","PRDX6"
"CEMIP",1.70473448661569e-16,0.295864515767459,0.752,0.593,3.40946897323138e-13,"0","CEMIP"
"HSPA2",2.17430614867085e-16,0.291179415842781,0.687,0.572,4.34861229734171e-13,"0","HSPA2"
"APOE",3.34081646213489e-16,-0.340355895118587,0.205,0.341,6.68163292426978e-13,"0","APOE"
"LPIN1",3.67686323428447e-16,-0.320173105486985,0.62,0.69,7.35372646856894e-13,"0","LPIN1"
"S100A10",4.18920767381119e-16,0.276478366004587,0.651,0.493,8.37841534762238e-13,"0","S100A10"
"RSPO1",4.24810919012375e-16,-0.280623758040016,0.281,0.403,8.49621838024749e-13,"0","RSPO1"
"OXTR",5.30944844612145e-16,0.331090902749535,0.63,0.481,1.06188968922429e-12,"0","OXTR"
"BDNF",5.81899833137181e-16,0.273812868340204,0.754,0.605,1.16379966627436e-12,"0","BDNF"
"RP4-621F18.2",6.77656844502233e-16,0.321913924103057,0.615,0.476,1.35531368900447e-12,"0","RP4-621F18.2"
"CRIM1",8.0501545145722e-16,0.272739993132643,0.74,0.601,1.61003090291444e-12,"0","CRIM1"
"CXCL12",9.24295080325399e-16,-0.248403693435601,0.344,0.436,1.8485901606508e-12,"0","CXCL12"
"TNS3",1.12896078408526e-15,0.272876147728527,0.764,0.605,2.25792156817052e-12,"0","TNS3"
"NABP1",1.2042315328472e-15,0.284916390227067,0.702,0.56,2.4084630656944e-12,"0","NABP1"
"ZFP36L2",1.29124416954972e-15,-0.187583519280817,0.514,0.642,2.58248833909944e-12,"0","ZFP36L2"
"MT-ND4",1.34506807098182e-15,-0.269132748654222,0.399,0.536,2.69013614196364e-12,"0","MT-ND4"
"CTGF",1.45482088254821e-15,0.298797568301782,0.73,0.585,2.90964176509643e-12,"0","CTGF"
"DAB2",1.51908382973086e-15,0.294026824217488,0.651,0.527,3.03816765946172e-12,"0","DAB2"
"EBNA1BP2",1.53625592449569e-15,0.303958025425353,0.783,0.609,3.07251184899139e-12,"0","EBNA1BP2"
"MYO6",1.60293359789701e-15,-0.228261779768039,0.551,0.685,3.20586719579402e-12,"0","MYO6"
"LIMS2",1.7832906367466e-15,0.317872105754181,0.765,0.609,3.56658127349319e-12,"0","LIMS2"
"SPRY1",2.84443469999202e-15,-0.227894925698116,0.259,0.352,5.68886939998405e-12,"0","SPRY1"
"ASAH1",3.04933271624414e-15,-0.20293696611228,0.542,0.651,6.09866543248829e-12,"0","ASAH1"
"CCDC80",3.61602051214492e-15,0.312608112728896,0.62,0.491,7.23204102428983e-12,"0","CCDC80"
"ETFB",3.62229416483691e-15,0.322142357348147,0.749,0.585,7.24458832967381e-12,"0","ETFB"
"SH3BGRL3",3.9282007983405e-15,0.233104204732471,0.653,0.491,7.85640159668101e-12,"0","SH3BGRL3"
"CCND3",3.95549675333416e-15,0.28262270396123,0.728,0.589,7.91099350666833e-12,"0","CCND3"
"ANKRD28",4.71009782134425e-15,0.256957992782741,0.753,0.621,9.42019564268849e-12,"0","ANKRD28"
"HSPB6",5.3365440633285e-15,-0.231023753163897,0.554,0.66,1.0673088126657e-11,"0","HSPB6"
"SOX4",7.07233251331392e-15,-0.198823748259749,0.563,0.669,1.41446650266278e-11,"0","SOX4"
"SELM",7.15530694576019e-15,0.27409779188993,0.612,0.463,1.43106138915204e-11,"0","SELM"
"RAN",7.27158658021492e-15,0.226539057521816,0.662,0.483,1.45431731604298e-11,"0","RAN"
"CD81",8.119794376033e-15,-0.182645303230417,0.504,0.625,1.6239588752066e-11,"0","CD81"
"TUBB4B",1.30889362970453e-14,0.246914690609527,0.73,0.561,2.61778725940905e-11,"0","TUBB4B"
"PDZRN3",1.36704936019394e-14,-0.33658365057592,0.268,0.42,2.73409872038788e-11,"0","PDZRN3"
"AIFM2",1.52172907091418e-14,0.281130838739246,0.75,0.612,3.04345814182837e-11,"0","AIFM2"
"TYMS",1.65451012091891e-14,-0.261205957746315,0.234,0.343,3.30902024183782e-11,"0","TYMS"
"MAF",2.06084607965848e-14,-0.272161443549891,0.254,0.371,4.12169215931697e-11,"0","MAF"
"FAM89A",2.31099581638441e-14,0.277938467196328,0.738,0.597,4.62199163276883e-11,"0","FAM89A"
"RND3",2.33995717466366e-14,0.295228326593318,0.655,0.531,4.67991434932732e-11,"0","RND3"
"STAT1",2.42573430043421e-14,0.247488505459844,0.723,0.566,4.85146860086842e-11,"0","STAT1"
"EXT1",2.97018865965651e-14,0.273505865401411,0.707,0.583,5.94037731931303e-11,"0","EXT1"
"GEM",3.96268029960888e-14,-0.227427942833813,0.347,0.454,7.92536059921776e-11,"0","GEM"
"ANTXR1",4.8441666042625e-14,-0.129935756451649,0.542,0.651,9.68833320852501e-11,"0","ANTXR1"
"COL12A1",9.43785010610531e-14,0.279898719146036,0.708,0.591,1.88757002122106e-10,"0","COL12A1"
"HTRA1",1.00855900001546e-13,-0.292736038338863,0.625,0.721,2.01711800003091e-10,"0","HTRA1"
"MIR4435-2HG",1.50255934072543e-13,0.259120809708802,0.712,0.559,3.00511868145086e-10,"0","MIR4435-2HG"
"LINC01082",2.04995392691947e-13,-0.239875225647309,0.543,0.663,4.09990785383895e-10,"0","LINC01082"
"SEPP1",3.11241601906063e-13,-0.214896315080159,0.575,0.67,6.22483203812126e-10,"0","SEPP1"
"HEG1",3.60052662712569e-13,0.277580993339132,0.712,0.589,7.20105325425138e-10,"0","HEG1"
"DUSP6",3.69658720294868e-13,0.289300085263185,0.505,0.396,7.39317440589737e-10,"0","DUSP6"
"PTS",7.37724737382037e-13,0.224524865444451,0.749,0.611,1.47544947476407e-09,"0","PTS"
"SLC20A2",8.02071625444938e-13,0.252896694696839,0.681,0.552,1.60414325088988e-09,"0","SLC20A2"
"TMEM97",8.84964792053219e-13,-0.282538281733715,0.462,0.577,1.76992958410644e-09,"0","TMEM97"
"CENPW",1.03356735465835e-12,-0.286561751357941,0.274,0.399,2.06713470931671e-09,"0","CENPW"
"FXYD1",1.29245387327214e-12,-0.239491232933522,0.338,0.443,2.58490774654427e-09,"0","FXYD1"
"SLC16A4",1.67163242890656e-12,0.266248609620679,0.625,0.518,3.34326485781312e-09,"0","SLC16A4"
"HIST1H4C",1.76105542679498e-12,0.229755481104614,0.712,0.574,3.52211085358996e-09,"0","HIST1H4C"
"ANGPT1",2.12937148857082e-12,0.258607878774936,0.603,0.503,4.25874297714164e-09,"0","ANGPT1"
"WWC2",2.17957392261945e-12,0.269272385854649,0.681,0.551,4.35914784523891e-09,"0","WWC2"
"MAGED2",2.20134528376214e-12,0.283350791379772,0.747,0.596,4.40269056752427e-09,"0","MAGED2"
"BMP4",2.27358568025271e-12,0.220420039976515,0.7,0.603,4.54717136050542e-09,"0","BMP4"
"IGFBP7",3.61968575815908e-12,0.280454698106631,0.617,0.488,7.23937151631817e-09,"0","IGFBP7"
"PSMB6",4.21145828093596e-12,0.277522859178677,0.721,0.559,8.42291656187192e-09,"0","PSMB6"
"NMT2",4.56493401903768e-12,0.249766361342934,0.743,0.594,9.12986803807536e-09,"0","NMT2"
"COPS6",4.89777844641294e-12,0.24971405560582,0.71,0.541,9.79555689282587e-09,"0","COPS6"
"THBS1",5.1763344873449e-12,0.2442606399407,0.656,0.543,1.03526689746898e-08,"0","THBS1"
"PSMA4",5.47708233346752e-12,0.239177228855371,0.673,0.512,1.0954164666935e-08,"0","PSMA4"
"ZNF106",5.55278847504043e-12,-0.167370658583092,0.541,0.637,1.11055769500809e-08,"0","ZNF106"
"CAV1",6.29726395974257e-12,0.241494980297147,0.628,0.5,1.25945279194851e-08,"0","CAV1"
"SOD3",6.5412792512143e-12,-0.190795160940861,0.604,0.679,1.30825585024286e-08,"0","SOD3"
"MOXD1",7.75078374487503e-12,-0.2566132251335,0.597,0.67,1.55015674897501e-08,"0","MOXD1"
"DKK1",8.29220016822962e-12,0.254017493633455,0.711,0.562,1.65844003364592e-08,"0","DKK1"
"TIMM8B",1.04023590752286e-11,0.225412531762346,0.693,0.558,2.08047181504572e-08,"0","TIMM8B"
"SMURF2",1.04904500081998e-11,0.240332407940553,0.737,0.61,2.09809000163996e-08,"0","SMURF2"
"ANXA1",1.07558927251744e-11,0.237185439571905,0.628,0.477,2.15117854503489e-08,"0","ANXA1"
"PSME2",1.19100544119974e-11,0.260433455395827,0.723,0.573,2.38201088239949e-08,"0","PSME2"
"SLC3A2",1.25939755458283e-11,0.243467491866358,0.726,0.589,2.51879510916566e-08,"0","SLC3A2"
"PPIF",1.32208820875533e-11,0.249829743385585,0.646,0.532,2.64417641751066e-08,"0","PPIF"
"GLIPR2",1.36925549793487e-11,0.254506047153855,0.745,0.624,2.73851099586975e-08,"0","GLIPR2"
"SCD",1.40287120160065e-11,-0.165680894064233,0.511,0.589,2.80574240320129e-08,"0","SCD"
"UBC",1.44505607173578e-11,-0.272413855311225,0.391,0.511,2.89011214347156e-08,"0","UBC"
"FMOD",1.59770132514815e-11,-0.275689494379321,0.218,0.337,3.19540265029631e-08,"0","FMOD"
"SGK1",1.9769577662565e-11,0.250325094984719,0.725,0.606,3.953915532513e-08,"0","SGK1"
"ANXA8L1",2.39169535031055e-11,0.28625955211577,0.574,0.459,4.78339070062111e-08,"0","ANXA8L1"
"GPX3",2.45553205840513e-11,-0.256272156637256,0.505,0.61,4.91106411681026e-08,"0","GPX3"
"GSTM3",2.56464097445558e-11,0.237607330892002,0.699,0.56,5.12928194891115e-08,"0","GSTM3"
"MTHFD2",2.91606638797532e-11,0.241126542870044,0.736,0.609,5.83213277595063e-08,"0","MTHFD2"
"TUBA1A",3.1463255513283e-11,0.218604749144108,0.599,0.46,6.2926511026566e-08,"0","TUBA1A"
"AKAP12",3.57861862634271e-11,-0.159187747115689,0.511,0.609,7.15723725268542e-08,"0","AKAP12"
"PDLIM5",3.69275819716151e-11,0.230646498248029,0.717,0.604,7.38551639432303e-08,"0","PDLIM5"
"AVPI1",5.10664046439034e-11,0.248774412281804,0.697,0.598,1.02132809287807e-07,"0","AVPI1"
"FERMT2",5.62458103477642e-11,0.262870668924607,0.726,0.613,1.12491620695528e-07,"0","FERMT2"
"FADS1",7.36452214161036e-11,-0.196551912971066,0.555,0.622,1.47290442832207e-07,"0","FADS1"
"DYNLL1",7.54759445349095e-11,0.213799478223938,0.622,0.503,1.50951889069819e-07,"0","DYNLL1"
"CD55",9.25568494222584e-11,0.215493356110513,0.721,0.629,1.85113698844517e-07,"0","CD55"
"LACTB",9.8256591270198e-11,0.24282301080622,0.77,0.628,1.96513182540396e-07,"0","LACTB"
"CTNNAL1",1.09788625044074e-10,0.224674870474472,0.739,0.594,2.19577250088147e-07,"0","CTNNAL1"
"HN1",1.10545807618249e-10,0.206826685086381,0.705,0.557,2.21091615236498e-07,"0","HN1"
"SQRDL",1.17392610125544e-10,0.224602449332428,0.778,0.641,2.34785220251088e-07,"0","SQRDL"
"ATP13A3",1.30069361126231e-10,0.20373637570134,0.737,0.603,2.60138722252462e-07,"0","ATP13A3"
"HMGCS1",1.33033549673084e-10,-0.245136424846119,0.55,0.616,2.66067099346168e-07,"0","HMGCS1"
"PSMD8",1.61707403817145e-10,0.254758813202282,0.672,0.519,3.23414807634289e-07,"0","PSMD8"
"SNRPN",1.75520885306065e-10,0.203511442963908,0.714,0.591,3.51041770612129e-07,"0","SNRPN"
"JUND",1.88182111424593e-10,-0.235601166167404,0.604,0.662,3.76364222849187e-07,"0","JUND"
"C16orf87",2.30133243926044e-10,0.249688179258166,0.593,0.495,4.60266487852087e-07,"0","C16orf87"
"TUBA1B",3.19000471598127e-10,0.189530305555828,0.612,0.459,6.38000943196255e-07,"0","TUBA1B"
"PRDX4",3.19714423657846e-10,0.289797765124694,0.727,0.573,6.39428847315691e-07,"0","PRDX4"
"GTF2A2",4.03925989713971e-10,0.237198548310956,0.699,0.58,8.07851979427942e-07,"0","GTF2A2"
"GTPBP4",4.43658791734454e-10,0.229767050897849,0.659,0.56,8.87317583468909e-07,"0","GTPBP4"
"MANF",4.5891713077482e-10,0.230842114781591,0.734,0.623,9.17834261549641e-07,"0","MANF"
"SLC7A11",5.17319191501474e-10,0.201398211896058,0.736,0.618,1.03463838300295e-06,"0","SLC7A11"
"ABL2",5.33274804801302e-10,0.216921835163446,0.674,0.559,1.0665496096026e-06,"0","ABL2"
"BBC3",5.39939624824938e-10,-0.191371744715657,0.483,0.564,1.07987924964988e-06,"0","BBC3"
"SHOC2",5.57036097919301e-10,0.207389939390528,0.749,0.637,1.1140721958386e-06,"0","SHOC2"
"OSR2",6.71271077930188e-10,-0.168081466199136,0.641,0.665,1.34254215586038e-06,"0","OSR2"
"STMN1",6.86925398701299e-10,-0.170272880646564,0.593,0.664,1.3738507974026e-06,"0","STMN1"
"TCEAL7",7.33439401249232e-10,-0.197590557966613,0.409,0.499,1.46687880249846e-06,"0","TCEAL7"
"IGFBP5",8.0494285659667e-10,0.247434884626433,0.58,0.499,1.60988571319334e-06,"0","IGFBP5"
"PSAT1",8.10239448276067e-10,0.223445758321322,0.737,0.649,1.62047889655213e-06,"0","PSAT1"
"TOMM40",9.69978885236279e-10,0.234852503962032,0.72,0.597,1.93995777047256e-06,"0","TOMM40"
"IDI1",1.03705434301408e-09,-0.154782929778759,0.576,0.653,2.07410868602816e-06,"0","IDI1"
"DIXDC1",1.05666661917078e-09,-0.200366784393859,0.632,0.676,2.11333323834156e-06,"0","DIXDC1"
"ADAMTS1",1.06126578646463e-09,0.207121495930187,0.712,0.625,2.12253157292925e-06,"0","ADAMTS1"
"CTSF",1.23981108270638e-09,-0.211386968146533,0.486,0.563,2.47962216541276e-06,"0","CTSF"
"BDKRB2",1.2492317046669e-09,-0.194769144447351,0.587,0.673,2.4984634093338e-06,"0","BDKRB2"
"MYLK",1.30582713916975e-09,0.235161633921562,0.594,0.48,2.6116542783395e-06,"0","MYLK"
"RPN2",1.33181569824427e-09,0.235563147501803,0.711,0.553,2.66363139648853e-06,"0","RPN2"
"LTBP1",1.67770771763489e-09,-0.249652110345696,0.492,0.598,3.35541543526977e-06,"0","LTBP1"
"PLAUR",1.71134260627555e-09,0.206532816704653,0.726,0.611,3.42268521255111e-06,"0","PLAUR"
"TXN",1.75078847945399e-09,0.219277271735425,0.581,0.476,3.50157695890798e-06,"0","TXN"
"PARM1",1.81672424859317e-09,-0.241421412094335,0.196,0.292,3.63344849718635e-06,"0","PARM1"
"MGLL",1.88306118441559e-09,0.216792285126805,0.697,0.599,3.76612236883118e-06,"0","MGLL"
"TPM2",1.88962104432996e-09,0.167016224161678,0.573,0.456,3.77924208865992e-06,"0","TPM2"
"FTL",1.94290760029638e-09,0.237960869696059,0.602,0.489,3.88581520059277e-06,"0","FTL"
"PDCD5",1.95593351732448e-09,0.16327260940115,0.658,0.543,3.91186703464896e-06,"0","PDCD5"
"PAWR",2.05226457371525e-09,0.218454223299633,0.667,0.572,4.1045291474305e-06,"0","PAWR"
